,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120
40,0.13083589051934627,0.12781757086387166,0.11958990444843426,0.11764482589296081,0.1110088213193072,0.10971958402870244,0.10418237183761254,0.10332557954220048,0.09859494839663963,0.09425828414185122,0.09392631778438865,0.09012798380713535,0.08996293434744064,0.08659566194365498,0.08655470691070617,0.08353963032841892,0.08359205347009702,0.08086945692500798,0.08099270258501336,0.07851633115576215,0.07869354992420417,0.07642691102704385,0.07664534743419764,0.07455920171124579,0.0748090934721714,0.07287969677158548,0.07315350266039891,0.07136134305471228,0.07165319044747968,0.0699820623799327,0.07028734579766228,0.06872365975073508,0.06903874534498958,0.06757100547463414,0.06789301103389317,0.06651141468044633,0.06683804418310092,0.06553417115294473,0.06586358917080039,0.06617795899511558,0.06496089354629692,0.06527737204343412,0.0641224406927358,0.06443980864627899,0.06334173765289927,0.06365900687933176,0.06261314531005847,0.06292951464982754,0.061931741389800316,0.062246561821000454,0.06129320911576254
42,0.1319510349164826,0.12891554621776963,0.12066214558780733,0.11869529039805972,0.1120274666360897,0.11071238916294748,0.10513810296485371,0.10425244069779391,0.0994807715826705,0.09510109627243706,0.09473794208393534,0.0908948042237201,0.09069857919716605,0.08728588987226073,0.08721458060187345,0.0841543495365631,0.08417775950480084,0.08141086359318314,0.08150672458562103,0.07898727832968919,0.07913886366603423,0.07683058320968827,0.07702515289218992,0.07489889848454022,0.07512664072303,0.0731586967667357,0.0734119845754625,0.07158282311967328,0.0718556803850735,0.0701490530458269,0.07043676453951633,0.06883902382715565,0.0691378465080668,0.0676374309724264,0.06794437783414674,0.06653141633015805,0.06684409293752283,0.06551009685334092,0.0658265765967168,0.0661283681195737,0.0648829260103002,0.0651877210510405,0.06400548426775014,0.06431199095617944,0.0631876282938081,0.06349479221504947,0.06242359874531055,0.0627305584336186,0.061708362507098116,0.06201441404623295,0.06230971198023225
44,0.13297366324264634,0.12992445866109842,0.12165044776819163,0.11966600291270098,0.11297241056800741,0.11163614845751291,0.10603141661410988,0.10512166425582513,0.1003157707316323,0.09589993564752547,0.0955100049839207,0.09162863820933696,0.09140517784782012,0.087953223420689,0.08785498404571236,0.08475527474911622,0.08475259898189907,0.08194660884863701,0.08201756596729423,0.07945981117418241,0.07958785654807236,0.07724230433947325,0.07741477104552676,0.07525242459832061,0.0754595026645035,0.07345671510142139,0.07369073562070072,0.07182799854533423,0.07208291858972918,0.07034397162386623,0.07061499662119922,0.06898616077419073,0.06926946364146835,0.06773913452815618,0.0680316443047819,0.06658990174099666,0.06688914291898929,0.06717328300903364,0.06583141591292761,0.06612103479876526,0.06484943683075595,0.06514288063704009,0.06393543141084114,0.06423134521233802,0.06308266629409436,0.06337993766080277,0.06228527915644638,0.06258299338899448,0.06153814111794986,0.06183554552588128,0.062122395264994586
46,0.13391414445994138,0.13085389370591463,0.12256324971724848,0.120564511031766,0.11384993078330788,0.11249623830754577,0.10686641296359978,0.10593653523349374,0.101102046457107,0.09665577750457523,0.09624289457566569,0.09232890324989289,0.09208171210148657,0.08859582018865944,0.08847376413256022,0.08533955236139704,0.08531350300866544,0.08247302287306083,0.08252141192912756,0.07992959310483858,0.08003609826832647,0.07765718566763594,0.07780925695405956,0.07561442816310547,0.0758022989879248,0.07376800718097279,0.07398400361509794,0.07209078886378369,0.07232883284188152,0.07056044848686156,0.07081569283364464,0.06915845083722885,0.06942700683565205,0.06786927932914227,0.06814801080893516,0.06667984538338245,0.0669662114701381,0.06723782224181957,0.0658709646615219,0.06614886332480699,0.06485314407452979,0.06513561883618235,0.06390487860459321,0.06419052028170301,0.06301934237385445,0.06330698807163054,0.06219058554899962,0.06247927384992147,0.06141339702992484,0.06170233212107376,0.06198090290683926
48,0.13478148996449563,0.13171227372968342,0.12340810657290471,0.1213976808424628,0.11466590667562317,0.11329781407411632,0.10764722311979022,0.10670049965549185,0.10184206269946446,0.09737013780326206,0.09693759592833405,0.09299574680319199,0.09272791747065887,0.0892126927136827,0.0890696267740634,0.08590526777309171,0.08585833483488786,0.08298743366014806,0.0830154327190772,0.08039332809720842,0.08048018314215176,0.07807141087958214,0.07820472043832428,0.07598065369787885,0.07615072718134273,0.07408794270008026,0.07428713157682841,0.07236624087179563,0.07258845890656508,0.07079325018944875,0.0710336208763688,0.06935041595037118,0.06960500874778547,0.06802217286930543,0.06828780315734125,0.06679536619657919,0.06706944189567299,0.06732908083430192,0.06593920484472675,0.06620586481459709,0.06488788705033449,0.06515980773441524,0.06390753889641083,0.06418326489755556,0.06299125790334108,0.06326958278346509,0.062133020615834006,0.06241294222572987,0.06132754588904642,0.06160823049706176,0.061878732064412516
50,0.13558353568543888,0.1325069885877317,0.12419174817831283,0.12217170824637703,0.1154257660424592,0.11404572425170081,0.1083778753771409,0.10741701581977736,0.10253846732726235,0.09804487023962481,0.09759549116804941,0.09362983182049865,0.09334407585217515,0.08980349100023884,0.08964192749945718,0.08645122798094776,0.0863856802732047,0.08348795072104331,0.08349757468805183,0.0808485460350897,0.08091752235778948,0.07848202354257951,0.0785981200695464,0.07634773213204374,0.07650135876469365,0.07441279863308464,0.07459635666930318,0.07265032499800819,0.07285774259398364,0.07103807954125668,0.0712644708673627,0.06955752378106812,0.06979893382758692,0.06819307516920364,0.06844628575363025,0.06693154013205604,0.06719392067477695,0.06744215632547754,0.06603106430434084,0.06628698289069522,0.06494845191535717,0.06521025313773499,0.06393807176022509,0.06420426134715192,0.06299295902192421,0.06326229332616118,0.06210702909542325,0.06237847072723077,0.06127494174397401,0.06154762383558812,0.061810294745412525
52,0.13632710548943222,0.13324452174992474,0.12492015227025678,0.12289215578363247,0.11613447162710935,0.11474446886353815,0.10906221342880842,0.10808945649984807,0.10319396666967688,0.09868201875506932,0.09821821115623469,0.09423217452529813,0.093930856996987,0.09036833448422588,0.09019050867343047,0.08697679146813894,0.08689468305073866,0.08397329430950277,0.08396639476219625,0.08129343190497629,0.08134617814393745,0.07888675671752919,0.07898709751700551,0.07671301125380077,0.07685147427720695,0.07473959092421241,0.07490864625991914,0.07293976861120491,0.07313337727828738,0.07129141086717296,0.0715046946596063,0.06977602522771417,0.07000501971596504,0.06837803874682584,0.06861950530794464,0.0670842427864128,0.06733552367520669,0.06757292564754047,0.06614226557982554,0.06638794586834613,0.06503042328466248,0.06528254935352909,0.06399193753399282,0.06424898292298338,0.06301979395520514,0.06328048359633567,0.06210785799952773,0.0623711242933953,0.06125074019866958,0.06151568753212921,0.06177078600245352
54,0.13701815427576058,0.13393056635329198,0.1255986217342064,0.12356400205590742,0.11679653180874457,0.11539818666169988,0.109703850540796,0.10872104769150179,0.10381123992927727,0.09928371192485448,0.09880752656212739,0.09480402242365778,0.09448919770084152,0.09090768235961119,0.09071557297550004,0.08748173501812023,0.0873849153431184,0.08444266045952012,0.08442092920674334,0.08172668980979618,0.08176473136586435,0.07928389639616254,0.07936984441767474,0.07707441894728938,0.07719892982175383,0.07506593788344612,0.07522156451872519,0.07323191991504857,0.07341267090187141,0.07155035471257554,0.07175137356619435,0.0700028202115814,0.07022014596607302,0.06857377573427786,0.06880416078849033,0.06725001804311287,0.06749078753128036,0.06771791916557589,0.06626919887329707,0.06650514228627154,0.0651300589122969,0.06537295633729798,0.06406527391867485,0.06431357278398238,0.06306779141030133,0.06332019050936366,0.06213143696362749,0.06238684309187018,0.06125078076058456,0.06150827358732306,0.06175607032895219
56,0.13766189147706234,0.13457012899343954,0.12623185988398783,0.12419169583306659,0.11741602504078259,0.1160106604243983,0.11030614811126437,0.10931483317207195,0.10439288278859375,0.0998520887669447,0.09936526893122499,0.0953467632878616,0.09502021020042101,0.09142223373662875,0.0912175851371272,0.08796614938629314,0.08785627586068862,0.08489561416801193,0.08486058941678436,0.08214743454446582,0.08217217567441201,0.07967217193450796,0.0797449952989337,0.07743035282588358,0.07754204910937076,0.07538994933038112,0.0755331639100703,0.0735246368984973,0.07369343722001073,0.07181254687753795,0.07200210963907329,0.07023534704725938,0.07044172560816311,0.06877754780853447,0.06899749549363977,0.06742596875824045,0.06765680241379218,0.06787421547512769,0.06640881567892795,0.06663551650701548,0.06524418431542618,0.06547829622631011,0.06415479170876615,0.06439474153016482,0.0631335575037691,0.06337802270284595,0.06217427644543656,0.062422142422121255,0.06127148636783037,0.061521811766270376,0.06176258441877665
