,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120
40,2160.0,2290.909090909091,2250.0,2353.846153846154,2314.2857142857147,2400.0,2362.5,2435.294117647059,2400.0,2368.421052631579,2430.0,2400.0,2454.5454545454545,2426.086956521739,2475.0,2448.0,2492.3076923076924,2466.666666666667,2507.142857142857,2482.7586206896553,2520.0,2496.7741935483873,2531.25,2509.0909090909095,2541.1764705882356,2520.0,2550.0,2529.72972972973,2557.8947368421054,2538.4615384615386,2565.0,2546.341463414634,2571.4285714285716,2553.4883720930234,2577.2727272727275,2560.0,2582.608695652174,2565.9574468085107,2587.5,2608.1632653061224,2592.0,2611.7647058823527,2596.153846153846,2615.094339622641,2600.0,2618.1818181818185,2603.5714285714284,2621.0526315789475,2606.896551724138,2623.7288135593217,2610.0
42,2160.0,2290.909090909091,2250.0,2353.846153846154,2314.2857142857147,2400.0,2362.5,2435.294117647059,2400.0,2368.421052631579,2430.0,2400.0,2454.5454545454545,2426.086956521739,2475.0,2448.0,2492.3076923076924,2466.666666666667,2507.142857142857,2482.7586206896553,2520.0,2496.7741935483873,2531.25,2509.0909090909095,2541.1764705882356,2520.0,2550.0,2529.72972972973,2557.8947368421054,2538.4615384615386,2565.0,2546.341463414634,2571.4285714285716,2553.4883720930234,2577.2727272727275,2560.0,2582.608695652174,2565.9574468085107,2587.5,2608.1632653061224,2592.0,2611.7647058823527,2596.153846153846,2615.094339622641,2600.0,2618.1818181818185,2603.5714285714284,2621.0526315789475,2606.896551724138,2623.7288135593217,2640.0
44,2160.0,2290.909090909091,2250.0,2353.846153846154,2314.2857142857147,2400.0,2362.5,2435.294117647059,2400.0,2368.421052631579,2430.0,2400.0,2454.5454545454545,2426.086956521739,2475.0,2448.0,2492.3076923076924,2466.666666666667,2507.142857142857,2482.7586206896553,2520.0,2496.7741935483873,2531.25,2509.0909090909095,2541.1764705882356,2520.0,2550.0,2529.72972972973,2557.8947368421054,2538.4615384615386,2565.0,2546.341463414634,2571.4285714285716,2553.4883720930234,2577.2727272727275,2560.0,2582.608695652174,2604.2553191489365,2587.5,2608.1632653061224,2592.0,2611.7647058823527,2596.153846153846,2615.094339622641,2600.0,2618.1818181818185,2603.5714285714284,2621.0526315789475,2606.896551724138,2623.7288135593217,2640.0
46,2160.0,2290.909090909091,2250.0,2353.846153846154,2314.2857142857147,2400.0,2362.5,2435.294117647059,2400.0,2368.421052631579,2430.0,2400.0,2454.5454545454545,2426.086956521739,2475.0,2448.0,2492.3076923076924,2466.666666666667,2507.142857142857,2482.7586206896553,2520.0,2496.7741935483873,2531.25,2509.0909090909095,2541.1764705882356,2520.0,2550.0,2529.72972972973,2557.8947368421054,2538.4615384615386,2565.0,2546.341463414634,2571.4285714285716,2553.4883720930234,2577.2727272727275,2560.0,2582.608695652174,2604.2553191489365,2587.5,2608.1632653061224,2592.0,2611.7647058823527,2596.153846153846,2615.094339622641,2600.0,2618.1818181818185,2603.5714285714284,2621.0526315789475,2606.896551724138,2623.7288135593217,2640.0
48,2160.0,2290.909090909091,2250.0,2353.846153846154,2314.2857142857147,2400.0,2362.5,2435.294117647059,2400.0,2368.421052631579,2430.0,2400.0,2454.5454545454545,2426.086956521739,2475.0,2448.0,2492.3076923076924,2466.666666666667,2507.142857142857,2482.7586206896553,2520.0,2496.7741935483873,2531.25,2509.0909090909095,2541.1764705882356,2520.0,2550.0,2529.72972972973,2557.8947368421054,2538.4615384615386,2565.0,2546.341463414634,2571.4285714285716,2553.4883720930234,2577.2727272727275,2560.0,2582.608695652174,2604.2553191489365,2587.5,2608.1632653061224,2592.0,2611.7647058823527,2596.153846153846,2615.094339622641,2600.0,2618.1818181818185,2603.5714285714284,2621.0526315789475,2606.896551724138,2623.7288135593217,2640.0
50,2160.0,2290.909090909091,2250.0,2353.846153846154,2314.2857142857147,2400.0,2362.5,2435.294117647059,2400.0,2368.421052631579,2430.0,2400.0,2454.5454545454545,2426.086956521739,2475.0,2448.0,2492.3076923076924,2466.666666666667,2507.142857142857,2482.7586206896553,2520.0,2496.7741935483873,2531.25,2509.0909090909095,2541.1764705882356,2520.0,2550.0,2529.72972972973,2557.8947368421054,2538.4615384615386,2565.0,2546.341463414634,2571.4285714285716,2553.4883720930234,2577.2727272727275,2560.0,2582.608695652174,2604.2553191489365,2587.5,2608.1632653061224,2592.0,2611.7647058823527,2596.153846153846,2615.094339622641,2600.0,2618.1818181818185,2603.5714285714284,2621.0526315789475,2606.896551724138,2623.7288135593217,2640.0
52,2160.0,2290.909090909091,2250.0,2353.846153846154,2314.2857142857147,2400.0,2362.5,2435.294117647059,2400.0,2368.421052631579,2430.0,2400.0,2454.5454545454545,2426.086956521739,2475.0,2448.0,2492.3076923076924,2466.666666666667,2507.142857142857,2482.7586206896553,2520.0,2496.7741935483873,2531.25,2509.0909090909095,2541.1764705882356,2520.0,2550.0,2529.72972972973,2557.8947368421054,2538.4615384615386,2565.0,2546.341463414634,2571.4285714285716,2553.4883720930234,2577.2727272727275,2560.0,2582.608695652174,2604.2553191489365,2587.5,2608.1632653061224,2592.0,2611.7647058823527,2596.153846153846,2615.094339622641,2600.0,2618.1818181818185,2603.5714285714284,2621.0526315789475,2606.896551724138,2623.7288135593217,2640.0
54,2160.0,2290.909090909091,2250.0,2353.846153846154,2314.2857142857147,2400.0,2362.5,2435.294117647059,2400.0,2368.421052631579,2430.0,2400.0,2454.5454545454545,2426.086956521739,2475.0,2448.0,2492.3076923076924,2466.666666666667,2507.142857142857,2482.7586206896553,2520.0,2496.7741935483873,2531.25,2509.0909090909095,2541.1764705882356,2520.0,2550.0,2529.72972972973,2557.8947368421054,2538.4615384615386,2565.0,2546.341463414634,2571.4285714285716,2553.4883720930234,2577.2727272727275,2560.0,2582.608695652174,2604.2553191489365,2587.5,2608.1632653061224,2592.0,2611.7647058823527,2596.153846153846,2615.094339622641,2600.0,2618.1818181818185,2603.5714285714284,2621.0526315789475,2606.896551724138,2623.7288135593217,2640.0
56,2160.0,2290.909090909091,2250.0,2353.846153846154,2314.2857142857147,2400.0,2362.5,2435.294117647059,2400.0,2368.421052631579,2430.0,2400.0,2454.5454545454545,2426.086956521739,2475.0,2448.0,2492.3076923076924,2466.666666666667,2507.142857142857,2482.7586206896553,2520.0,2496.7741935483873,2531.25,2509.0909090909095,2541.1764705882356,2520.0,2550.0,2529.72972972973,2557.8947368421054,2538.4615384615386,2565.0,2546.341463414634,2571.4285714285716,2553.4883720930234,2577.2727272727275,2560.0,2582.608695652174,2604.2553191489365,2587.5,2608.1632653061224,2592.0,2611.7647058823527,2596.153846153846,2615.094339622641,2600.0,2618.1818181818185,2603.5714285714284,2621.0526315789475,2606.896551724138,2623.7288135593217,2640.0
